Name,Price,Brand,Description,Notes,Image URL
The Time Eau de Parfum,1255,The House Of Oud," What a beautiful, refreshing tea scent! Fans of tea scents know that a good one is difficult to find; well, House of Oud's The Time is a good one. The opening of bergamot, chamomile, and wormwood note creates a superb green tea impression, uniquely fresh and bitter, but with a nutty hay-like undertone. Slowly, other types of tea notes start to feed into the scent, helping to round out the picture and fill in the gaps. Oolong tea adds a milkiness that softens the astringency of the green tea, rendering it cloudy, while a black tea note lends a smoky leathery nuance. Together, the combination of the different teas gives the scent a subtleìroastedîù undertone.   There's a series of contrasts at play here that works very well. The Time smells both fresh and comforting, milky and smoky, which all adds up to a sort of green-on-cream effect. The nubuck suede notes in the base tie it all together for an experience that feels like drinking a cup of green tea in an upmarket equestrian store, surrounded by the complex aromas of saddle leather, tea leaves, and even the polite suggestion of hay. We're confident that fans of refined leather-tea fragrances such as Memo's Eau de Memo and Hermes' Osmanthe Yunnan will find a new love in The Time."," Bergamot, wormwood, chamomile, oolong tea, iris, lemon verbena, cedar, musk, amber, black tea",https://static.luckyscent.com/images/products/76422.jpg?width=400&404=product.png
Vanilla Cake Eau de Parfum,1568,Montale," Could there ever be an aroma more blissful than removing a freshly-baked cake from the oven? The feeling of accomplishment for a job well done, the mouthwatering, sweet, warm smell that fills the room, the anticipation of that perfect first bite- it's heaven on earth. With Vanilla Cake, Montale invites you to enjoy that wondrous feeling every single day. This gourmand and bewitching fragrance recipe calls for blending milk, grilled almonds, warm caramel and vanilla for the ultimate meringue silllage. Creamy, sweet, toasty and rich, this is a perfect gourmand scent, the kind to leave a trail of admirers salivating. Utterly delicious."," Almond powder, butter cream, milky mousse, caramel, yogurt cake, meringue, vanilla",https://static.luckyscent.com/images/products/354002.jpg?width=400&404=product.png
Freeway Eau de Parfum,1881,4160 Tuesdays," Freeway is the story that jumped, fully formed, into Sarah McCartney's mind when she visited Scent Bar one hot summer's day and stepped out onto the hot asphalt outside. A friend was just driving away, and the smell of his Maserati's exhaust mixed with the scent of the orange blossom in the air and the tang of hot, melting asphalt...Sarah was inspired then and there to create an urban take on orange blossom exclusively for Luckyscent, to help celebrate our 15th anniversary. The idea was to take the fresh, sugary brightness of orange blossom and sully it with a host of gritty, determinedly non-floral smells from an urban environment, making for a scent with a sexy kick in its tail: think flowers crushed under a rubber-soled sneaker. Sarah uses mandarin petigrain oil here for its plummy citrus aroma but also for its fuel-like facet; the result is sweet orange blossom water spilled on hot tar. For such a popular note, orange blossom is easy to get wrong ñ too sweet and it's juvenile, too honeyed and it can turn sleazy. Freeway does orange blossom right, pitched exactly halfway between bright and dark. Dry woods, tobacco, and grassy cannabis notes dry out the tarry orange blossom until it smells more like old paper and less like a flower. A light, foamy vanilla froths around the dry, papery notes for a result that smells like eating a thimbleful of insanely rich, perfumery orange blossom gelato in an antique book store. Urban and urbane, Freeway is the scent of L.A.'s future, when, as Sarah says,ìall cars are solar powered and the Freeways have cycle lanes, orange groves, jasmine hedgerows, and picnic areas.îù"," Mandarin petitgrain, orange blossom, tobacco, rum, brandy, cannabis, woods, vanilla",https://static.luckyscent.com/images/products/64623.jpg?width=400&404=product.png
20 Mars 2022 Eau de Parfum,1834,Rundholz Parfums," What does the future smell like? Obviously, we'll have to wait to know for sure, but with 20MARS2022, Rundholz for the first time explores the scent of a date not yet reached- and they're reaching for the stars. Opening with an intensely peppery explosion quickly warmed with a bouquet of refined gourmand spice, delicately sweetened with a touch of fruit and a rich, but restrained floral heart. The true star, as with all Rundholz scents, is the deep, balsamic incense that emerges in the heart, rich and resinous, made lightly smoky with a touch of cr√®me brulee vanilla and haylike Tonka bean, given a sensual animalic growl with civet and castoreum.  Overall, the effect is enveloping, the kind of deep, wondrous incense scent where each sniff reveals a new facet. Sure, we know the ""Mars"" in 20Mars2022 refers to the month, and not the planet. But with a scent this out of this world, you'll have to forgive us for not always remembering that."," Pink pepper, black pepper, saffron, lovage, cinnamon, strawberry, jasmine, lily of the valley, rose, frankincense, patchouli, vetiver, sandalwood, cedarwood, nagarmotha, hay, vanilla, Tonka bean, labdanum, musk, civet, ambergris, castoreum",https://static.luckyscent.com/images/products/67803.jpg?width=400&404=product.png
Une Amourette Roland Mouret Eau de Parfum,2399,Etat Libre d'Orange," ""An unforgettable love affair, "" Une Amourette is the result of a portentious conversation between Etat Libre d'Orange and groundbreaking fashion designer Roland Mouret. Every bit as iconoclastic in the world of design as ELDO is for French fragrance,  Mouret's work demonstrate a preternatural eye for sensuality,  flow and innovation,  a gift for draping fabric over skin in the same way that Etienne de Swardt's fragrances drape the skin. So,  of course,  a collaboration was inevitable- but what a collaboration this is. Soft and romantic,  yet striking and avant-garde,  Une Amourette is a beautifully woodsy iris that wears like the most flattering couture you can imagine. It starts with the iris note- sharp but not stark,  with just the right amount of floral lushness to allow the vanilla-tinged akigala wood to slowly develop underneath,  adding a purringly seductive,  subtly muscular form to the flowing silhouette of the scent. As it dries,  the gentle earthiness of the iris further gives shape to the body beneath,  evoking a softer-but still distinctive- carnality that has us positively swooning. Some partnerships are so obvious you wonder why they've taken so long to manifest,  but in the case of Une Amourette,  we think we know the answer- they wanted to keep us waiting."," Iris, akigala wood, vanilla, jasmine",https://static.luckyscent.com/images/products/47750.jpg?width=400&404=product.png
Le Cri De La Lumiere Eau de Parfum,1195,Parfum d'Empire," Inspired by the light towards which all beings reach out whether entering or leaving this world, Le Cri de la Lumi√®re employs a sparse framework of just three notes: ambrette, iris, and rose. But for all its elegant minimalism, this is a scent with plenty to say. Ambrette, with its tart nuances of green apple, pear, and grappa, is first to announce its presence, bathing the scent in a halo of crystalline light. The opening pitches high, with an almost citrusy sparkle. The iris note, at first rooty and then bready, moves in to flesh out the structure, like a length of suede draped over a metal chair. Comparisons between this perfume and another ambrette-iris composition, Chanel No. 18, are natural ñ but Le Cri de la Lumi√®re is far brighter and drier affair, with a delicate sourness absent from the Chanel. As silvery as a glass of white vermouth, the scent gains a blush in its cheeks thanks to the late addition of rose. The ambrette wraps around the rose and iris, bedding them down in a soapy muskiness that feels both clean and sensual. The texture of this scent is dappled; in turns sheer and cloudy, bright and shaded, like a glass of Pastis into which a drop of water has just been stirred. Le Cri de la Lumi√®re is a fragrance with noble lineage: aristocratic, haughty, and a little mysterious."," Ambrette, rose, iris",https://static.luckyscent.com/images/products/35718.jpg?width=400&404=product.png
Wulong Cha Extrait de Parfum,2790,Nishane," Wulong Ch√° is a vibrant, woody fig tea with a refreshing twist of citrus to give it sparkle. It opens with an Earl Grey type of freshness, with black tea leaves oily with bergamot, orange, and an exotic, fruity lift that is not immediately identifiable (that would be the litchi). But the heart is pure Oolong: a smoky tea full of delicate, nutty roasted flavors, and a slight but noticeable milkiness. The introduction of the fig note in the heart adds to this impression of milkiness; it smells beautifully like a freshly snapped fig leaf, green and oozing with fig sap.What a lovely balance of tannins, fruit, and milk this is. We like Wulong Ch√° because it has both the clean, fresh transparency we've come to expect from great tea fragrances, but also a sweet, figgy milkiness that rounds off any sharp corners. In the later stages, a gauzy white musk, as soft as a pillow and spiced gently with nutmeg, wraps everything up in a light, silky embrace. Wulong Ch√° is a refreshing wear, especially in summer, but it's also insanely soothing. Strictly to be worn with a white linen shirt and a mint julep in hand."," Bergamot, orange, lychee, mandarin, oolong tea, nutmeg, musk, fig",https://static.luckyscent.com/images/products/77417.jpg?width=400&404=product.png
Lily Eau de Toilette,2580,Comme des Garcons: Olfactory Library," Lily of the valley takes a trip to the land of green (and likes it!). An absolutely gorgeous combination of the much-loved lily and freesia flowers, together with the extremely smooth notes of green syringe (lilac leaves) and dog rose buds, Lily is never drowned in grassy or herbaceous green. Instead, the subtle leaf notes merely round out the fragrance, imparting a fresh (and definitely tart) crispness to the languid florals. Stimulating and alive, Lily will make you throw your preconceived notions of what a floral fragrance is out the door. A must-try for both floral and non-floral lovers!"," Lily of the valley, freesia, green syringa, dog rose buds",https://static.luckyscent.com/images/products/77202.jpg?width=400&404=product.png
1969 Travel Spray Eau de Parfum,1334,Histoires de Parfums," The carnal sensuality of a voluptuous bunch of spices. In the trail of this oriental gourmand, mystery is tinted with eroticism that the mythical year of 1969 evokes without a blush.This beloved niche scent is now available in a stylish, versatile 15ml spray bottle ideal for travel."," Fruit of the sun, Peach, Rose, White Flowers, Cardamom, Clove, Patchouli, Chocolate, Coffee, White Musk",https://static.luckyscent.com/images/products/57628.jpg?width=400&404=product.png
Guimauve de Noel Eau de Parfum,1826,Parle Moi de Parfum," Selected by Denyse Beaulieu to feature in her top 10 of 2016 for Grain de Musc, Guimauve de N√∂el is a pillowy marshmallow scent flavored with orange flower water and dusted in enough powdered sugar to make your teeth ache. But while it reminds us most pleasurably of fougassette, a type of bread fragrant with orange flower water sold in every market in Provence, this is not at all a heavy, gluttonous fragrance. Rather, it is a tender puff of orange flower-scented air with the sparkle of sugar crystals. It has a very French character, reminiscent both of those little chouquettes eaten by French schoolchildren at snack time, as well as the milky vapors of their evening baths, orange flower water sprinkled liberally into the water by Maman. Guimauve de N√∂el is a frothy, tender delight that is just perfect for celebrating the innocence of youth and the joy of family life. If you are a lover of By Kilian's Love or Eau Aimable by Le Couvent des Minimes, then you will adore Guimauve de N√∂el."," Orange blossom, vanilla, sugar",https://static.luckyscent.com/images/products/76701.jpg?width=400&404=product.png
Roaring Radcliff Eau de Parfum,1592,Penhaligons," Scandalous,  rebellious and sexy,  Roaring Radcliff bursts into the world of Penhaligon's Portraits as the secret love-child of staid (on the surface) Lord George and his wild,  seductive mistress,  Clandestine Clara. ""Unburdened by title or propriety, "" as he is described,  Radcliff is a hard-partying,  fast-driving,  ever-libidinous rogue,  and his namesake fragrance packs an appropriate growl of rum-drenched,  deeply smoky tobacco,  given a touch of his illicit high society lineage with a deep streak of sweet,  spicy,  mouthwatering gingerbread. Radcliff is a rebel,  all right,  but not the kind to start a fight- more like the kind to sweet-talk you into the night of your life.... consequences be damned."," Rum, Tobacco, Ginger Bread",https://static.luckyscent.com/images/products/441020.jpg?width=400&404=product.png
Willows Eau de Parfum,2477,Regime des Fleurs," Spring passes and one remembers one's innocence. Summer passes and one remembers one's exuberance. Autumn passes and one remembers one's reverence. Winter passes and one remembers one's perseverance. ñ Yoko Ono, artistHauntingly evocative, tantalizingly nostalgic, Willows is a cool, ethereal scent that stands out without ever raising its voice. Crisp white pepper provides a delicate pulse, while powdery orris and violet soothe against a lightly sweet, gently spicy melange of carrot seed and smooth, compelling rye. A uniquely dignified scent."," White pepper, carrot seed, mimosa, orris root butter, rye, violet, tonka bean absolute",https://static.luckyscent.com/images/products/65111.jpg?width=400&404=product.png
Baraonda Extrait de Parfum,2103,Nasomatto," A mysterious addition to the Nasomatto line, Baraonda comes with few clues attached. The name meansìchaosîù orìuproarîù in Italian, but the fragrance itself is subtle and almost transparent. The nose of this fragrance warns us that it will evokeìa raw taste sensationîù....but what we taste is both comforting and refined. Baraonda smells like the pleasures of fall, painted with a light hand. A tumbler of whiskey held up to catch the glow from an open fire. Delicate little glass bowls holding red berries, quince, and apples baked slowly until they fall apart. An old book, open on the lap, filling the air with the dry, papery scent of lignin. A hint of caramelized wood resin dancing around the edges of the room but never closing in. Baraonda takes the heavy oil paints of the boozy-gourmand genre and uses them to make a watercolor so exquisite that it will have you savoring its taste on your tongue long after you've worn it.","red berries, quince, apples, wood resin, whiskey, ",https://static.luckyscent.com/images/products/41012.jpg?width=400&404=product.png
Don't Cry For Me Eau de Parfum,1519,ALTAIA," A glitteringly sweet portrait of the idealized Buenos Aires of a bygone era, Don't Cry For Me is as intoxicating as a warm summer evening singing with the citywide bloom of jasmine blossoms. The white floral notes are rich but weightless, floating by as if on the warm ambered breeze, while delicate tea and woods notes sing with nostalgic authenticity. In this way, Altaia preserves the beauty of this beloved city for those who love it across the globe."," Jasmine tea, freesia, cherry flower, heliotrope, vegetal amber, cashmere wood, ambrette",https://static.luckyscent.com/images/products/73301.jpg?width=400&404=product.png
Ilm Parfum,2294,Kemi," Arabic for ""knowledge, "" 'Ilm represents the collective wisdom of the Golden Age of Islam,  one of the highest points of achievement in the history of the world. With this fragrance,  Kemi honors the sophistication,  depth and artistic soul of this time and place with a pure parfum dedicated to perhaps the most precious and multifaceted of all ingredients- oud. Drawing on three precious types of oud- aged Indian Assam,  Bangladeshi agarwood,  and pure oud oil from Laos,  'Ilm is both completely straightforward and endlessly detailed,  the blend of varieties producing every possible facet of oud- rich,  dark,  animalic,  smokey,  medicinal,  creamy,  spicy and mysterious. Like the pursuit of knowledge itself,  it is an unreachable destination that fills us with happiness,  for there is always something new to discover."," Assam oud, Bangladeshi oud, Laotian oud",https://static.luckyscent.com/images/products/72404.jpg?width=400&404=product.png
Vetiver Moloko Eau de Parfum,1991,Ex Nihilo," To the initiated, Moloko, the futuristic cocktail in A Clockwork Orange, conjures all sorts of associations: futuristic mod fashion, milky whiteness, and a dangerous, intoxicating vitality. With Vetiver Moloko, Ex Nihilo capitalizes on that imagery, delivering a fragrance on the one hand earthy and spiky, on the other soft and milky, which combine for an addictive, slightly unnerving symphony of scents that evolve on the skin with fascinating effect.Vetiver Moloko opens with bright, lightly bitter bergamot and soft rose notes, revealing its dual nature straight from the beginning. In the heart, the tantalizing milk accord blurs the olfactory picture for a narcotizing effect, while woodsy cypress buzzes along the surface. Once the vetiver reveals itself, we realize just how potent this cocktail has been all along, while a drop of vanilla at the end re-balances. Whether you're out with the droogs or on the prowl for a chelloveck or devotchka, Vetiver Moloko is not to be missed."," Bergamot, Bulgarian rose, cypress, milk accord, vetiver, amyris, vanilla",https://static.luckyscent.com/images/products/72007.jpg?width=400&404=product.png
Fleur Narcotique Eau de Parfum,1483,Ex Nihilo," While the Left Bank gets all the traditional credit for being Paris' arts and cultural center,  everyone knows that it's the Rive Droite,  with its bustle,  style and know-how,  where the new generation is coming to life. Fleur Narcotique,  an airy,  vibrantly juicy floral designed as Ex Nihilo's ""interpretation of the new Rive Droite woman, "" is both sophisticated and seductive,  indicative of the 21st century Paris,  where tradition and modernity walk thrillingly hand in hand. Fleur Narcotique opens with a vital and fruit-laden set of top notes,  with bright,  energetic bergamot embracing a burst of juicy peach and exotic,  fruity lychee. In the heart,  the rich lusciousness of jasmine meets the fresh beauty of peony,  with light,  white orange blossom lending texture and depth. As Fleur Narcotique dries,  a rich but transparent base of wood,  musk and moss keeps the dreamily narcotic effect alive for hours,  keeping you sniffing again and again. The modern Rive Droite woman is a complex and sophisticated blend of substance and panache. Who doesn't want to smell like that?"," Bergamot, lychee, peach, jasmine, peony, orange blossom, wood, moss, musk",https://static.luckyscent.com/images/products/72002.jpg?width=400&404=product.png
Royal Mayfair Eau de Parfum,2738,Creed," The House of Creed releases Royal Mayfair, a vaulted scent bespoke for the Duke of Windsor. Royal Mayfair debuts nearly 80 years after its original commission as one of the brand's most coveted accords. Known as London's most posh neighborhood, Mayfair thrives as one of the globe's most desirable fashion hubs, toting high-end labels that attract the super-stylish and elite. Originally launched to the public as Windsor in 2009, it was reissued in 2010 and 2011 in limited quantities. Renamed Royal Mayfair, fashionable and daring, it celebrates all men of style and London's premier fashion destination. The Mayfair district is home to our London-based Creed boutique."," British gin, Jamaican lime, Scottish Highland pine, Duke of Windsor roses, Bahamian orange, Canadian cedar, Austrian eucalyptus",https://static.luckyscent.com/images/products/49367.jpg?width=400&404=product.png
JF Eau de Toilette,1353,Floris London," Named after the founder of Floris; Juan Famenias Floris, JF is strongly influenced by the fern and flora of his native island of Minorca. JF begins with an invigorating burst of bergamot, lemon, lime and mandarin in combination with an intensely aromatic blend with armoise, coriander and clary sage. Juniper berry, cypress and petitgrain at the heart give the fragrance its unmistakeable masculine character which is underscored by amber, cedarwood and a mossy, musky base."," Bergamot, coriander, green, herbal, lemon, lime, mandarin, cypress, juniper, petitgrain, amber, cedarwood, moss, musk",https://static.luckyscent.com/images/products/71510.jpg?width=400&404=product.png
Morn To Dusk Eau de Parfum,2969,Eau d'Italie," A perfect day in Positano, from start to finish. Crisp, juicy bergamot greets us like the sun rising above the Amalfi coast. We rub our eyes and wander outside, where fresh, green lily-of-the-valley dances across our nostrils, filling us with life. Our afternoon is spent in a joyful daze, a beautiful, rich, not-too-sweet vanilla inducing deep relaxation, quiet conversation and intimate moments. As dusk falls, a sheer, sexy musk quickens the pulse. It is up to us to write the ending."," Bergamot, Lily, Vanilla, Musk",https://static.luckyscent.com/images/products/43232.jpg?width=400&404=product.png
Marrakech Intense Eau de Toilette,2775,Aesop," Marrakech Intense is a woody oriental blend balanced by fresh floral top and heart notes, with a hint of the animalistic. In developing this evolution of our original Marrakech fragrance, we were delighted to collaborate with French perfumer Barnab√© Fillion, with whom we share a passionate curiosity about the interplay between innovation and tradition, and a deep respect for the intelligent marriage of science and nature."," Bergamot, clove, cardamom, petit grain, jasmine, rose, sandalwood and cedar.",https://static.luckyscent.com/images/products/30110.jpg?width=400&404=product.png
Moon Bloom Eau de Parfum,2036,Hiram Green Perfumes," Lush and elegant,  Moon Bloom is not just another tuberose fragrance - it's the gorgeous,  completely natural tuberose that makes us wonder why any fragrance wouldn't be. Demonstrating a complete mastery of natural materials,  Hiram Green has created a fragrance that captures all aspects of the flower known as theìmistress of the night, îù soft and creamy,  but also powerfully narcotic. Sparing no expense,  Green uses plentiful amounts of tuberose absolute,  blending it with a full-bodied,  lightly indolic jasmine absolute and a lusciously tropical ylang ylang. Notes of coconut and leafy greens give body and contrast,  while hints of tropical spices and resins up the spicy,  sexy factor without ever sacrificing the fragrance's raw beauty. No matter the ingredients,  Moon Bloom would be a wonderfully realized tropical tuberose. Considering the all natural composition,  it's a masterpiece."," Tuberose absolute, jasmine absolute, ylang-ylang, coconut aromas, leafy greens, tropical spices and resins.",https://static.luckyscent.com/images/products/68100.jpg?width=400&404=product.png
Relique d'Amour Eau de Parfum,1317,Oriza L. Legrand," The smell of an old chapel in a Cistercian abbey. Cold stone walls covered with damp moss. Waxed wood of altar and old pews ornate with carvings. Linseed oil in lamps. Incense and myrrh discernible in the air. But how fresh and spicy the smell of white royal lilies on this background! Relique d'Amour is a subtle floral scent with green accents of leaves and powdery touches of yellow pollen. The beam of light breaks through the stained glass and illuminates this olfactory tumult of feelings varying from exaltation to humility and back. The silence creates a sense of the divine call.Bottle comes as a splash with an atomizer spray included in the box."," Fresh Herbs, pine, powdery notes, white lily, pepper, oak, incense, myrrh, elemi, musk, moss, waxed wood, woody notes, pepper.",https://static.luckyscent.com/images/products/65219.jpg?width=400&404=product.png
Palermo Eau de Parfum,2417,BYREDO," In the ancient Mediterranean city of Palermo, the regional capital of Sicily, the orange trees that Berber and Moorish emirs planted long ago still grow. Their bergamot and bigarade fruits light up Byredo's Palermo, a scent as close to olfactory happiness as you can get, a perfume played in the highest, brightest keys.Palermo's citrus grove sits alongside a rose garden, its rose bushes greened up in spring with the smell of crushed orange tree leaves and sliced fruits: lemon, lime, grapefruit, and maybe even aromatic pomelo. In its opening, an effervescent freshness of citrus juice is layered with cut citrus rinds, their zest oils conveying a more intense richness, bitterness, and spice.During your walk in the garden, as the sun warms your skin, a warm musk rises up, slightly powdery, softening the bracing freshness of the hesperidic top notes of Palermo and helping the freshness to linger with the warmth. This is a unisex fragrance perfect for warmer months."," Sicilian bergamot, bigarade, fresh rose absolute, skin musk, ambrette flower",https://static.luckyscent.com/images/products/64110.jpg?width=400&404=product.png
Sorriso Eau de Parfum,1812,Profumum," A delicious and sophisticated gourmand scent built on the always-enticing combination of chocolate and orange. The bitter orange opening is bright and sharp and does not fade away, but melds beautifully with the intense and luscious chocolate note that dominates the blend.  The notes list bitter chocolate, but it does not have the aggressive bite of unsweetened baker's squares. Instead it reminds us of fine, European bittersweet cocoa powder ñ like Valrhona or Callebaut ñ rich and dark, with just a hint of sweetness. Dusted over fresh orange and velvety woods (and perhaps a creamy vanilla-tinged note, as well), this is a luxurious, grown-up cocoa with no marshmallows in sight. Sorriso is one of the most elegant chocolate scents we have ever encountered. It isn't sugary or buttery and it doesn't juxtapose the edible elements with surprising, jarring notes. It is smooth and balanced, earning its sophistication by embracing the bitter elements of chocolate, as well as the sweet, and by using soft, soothing wood as an anchor. Sorriso means smile and this fragrance will surely evoke many of them."," Bitter chocolate, bitter orange, exotic woods",https://static.luckyscent.com/images/products/33938.jpg?width=400&404=product.png
Tam Dao - Eau de Parfum,1877,Diptyque," A familiar yet reinvented interpretation, with accentuated, enhanced major notes... the Eau de Parfum expresses itself with even more personality, audacity, intensity and tenacity. Here, with Tam Dao, the star ingredient, sandalwood from Mysore, is of exceptional quality. In the EDP version, Ginger, Tahiti lime, and the coconut accord emphasize the creamy smooth facet of Mysore sandalwood, resulting in a milky, woody creamy concoction."," Lime, Coriander, ginger, sandalwood, cedarwood, musc, vanilla, amber wood",https://static.luckyscent.com/images/products/483140.jpg?width=400&404=product.png
Eau Duelle - Eau de Parfum,1888,Diptyque," A familiar yet reinvented interpretation, with accentuated, enhanced major notes... the Eau de Parfum expresses itself with even more personality, audacity, intensity and tenacity. Here, the star ingredient, Vanilla bourbon from Madagascar, is a richer, deeper interpretation of bourbon vanilla married with a vanilla pod infusion. And to top it all off, the intensity is made more powerful with incense and amber, resulting in a sensual, rounded vanilla with animalic and leather facets."," Pink peppercorn, juniper berry, cardamom, cypress, frankincense, calamus, Black ceylan tea, cistus, Bourbon vanilla, vanilla pod, vetyver, cypriol, ambroxin",https://static.luckyscent.com/images/products/483139.jpg?width=400&404=product.png
Korrigan Eau de Parfum,2747,Lubin," Korrigan is less harmless than it looks. This caramel wood is no perfume from childhood; it is a scent of intimacy, insidiously musky and irresistible on the skin of a desired being. It is the fragrance of the senses set free, to be shared or saved for intimate moments, when caresses follow on sweet whispers and bodies draw closer. It is an invitation to voluptuousness, to sensuous pleasures, and to fantasies of the most extravagant kind.Perfumer Thomas Fontaine first of all imagined a tree for Lubin, to be calledìCaramel Woodîù. Its sap would be sweet like English toffee, but with tangy accents of wild apple, juniper and saffron, to answer for some of its mystery. He wanted a note of leather yet appetising, smooth like a whisky cream liqueur, yet smoky, fragrant and slightly bitter like superb pure malt."," Juniper berry, saffron, cognac, Lavender, ambrette, whiskey, Cedar, oudh, leather, vetiver, musk",https://static.luckyscent.com/images/products/31220.jpg?width=400&404=product.png
Bois d'Ascese Eau de Parfum,1472,Naomi Goodsir," A meditative swirl of serene incense, intensified by smoked wood. At first, this brings to mind a stark, secluded chapel and a life of plain and simple pleasures. But as it develops, notes of whiskey, tobacco and cinnamon begin to shimmer through the incense, and you start to think that perhaps these pleasures won't be quite so plain, after all. If you have ever enjoyed a fine Islay Scotch whiskey, such as Lagavulin or Laphroaig, you are familiar with the way the intricacies of smoke and moss add a complicated and enigmatic appeal ñ harsh and medicinal one moment, mesmerizing the next. The layers of smoked cade wood, oakmoss and whiskey have a similar effect here, as bracing jolts of smoke morph into the airy tranquility of incense, keeping us endlessly intrigued and hopelessly addicted.  A starkly elegant fragrance that puts us in a trance.All Naomi Goodsir Parfums include an atomizer spray."," tobacco, whiskey, cinnamon, amber, cistus labdanum, oakmoss, smoked cade wood, Somalian incense",https://static.luckyscent.com/images/products/59301.jpg?width=400&404=product.png
Philosykos - Eau de Parfum,2821,Diptyque," One of the best fig scents ever made and one of our favorite scents of all time, now even stronger and more compelling.  This ode to the fig groves of Greece is still a very green fig ñ a fig just on the verge of being ripe. The opening is sharp with the tart freshness of the leaves, and then the fig itself comes into play ñ sweet enough to tantalize, but not overwhelm. The glossy green leaves and succulent fruit intertwine with a dry wood note and a hint of rich earth. You get the sense not only of the whole tree, but the whole grove ñ the wood, the earth, the sky, the Mediterranean sun coaxing the sweetness of the fruit along as it ripens. Many a superlative has been used to describe this fragrance over the years and it deserves every one. Outstanding."," Fig tree leaves, wood, white cedar",https://static.luckyscent.com/images/products/483103.jpg?width=400&404=product.png
1969 Eau de Parfum,1059,Histoires de Parfums," The carnal sensuality of a voluptuous bunch of spices. In the trail of this oriental gourmand, mystery is tinted with eroticism that the mythical year of 1969 evokes without a blush."," Fruit of the sun, Peach, Rose, White Flowers, Cardamom, Clove, Patchouli, Chocolate, Coffee, White Musk",https://static.luckyscent.com/images/products/57609.jpg?width=400&404=product.png
Jardin du Poete Eau de Toilette,2936,Eau d'Italie," Eau d'Italie teams up again with Bertrand Duchaufour for this lyrical interpretation of an al fresco dinner in a Sicilian garden. Orange in every tone ñ tart, bitter, sweet ñ is livened up with grapefruit, whose raspy, slightly sulfurous facets are underlined with cassis and the minty buchu leaf; basil conjures the aromatic herbal garden. These green facets, as well as the rosy undertones of the grapefruit segue into the green, watery, rose-like cyclamen, a natural companion to lily of the valley and rose providing a rich, moist, floral counterpoint to the sparkle of citrus... Immortelle, moss and hay conjure the heat exhaled by vegetation as the sun sets after a warm summer day. Like its source of inspiration, theìPoet's Gardenîù manages to find a perfect balance between citrus, herbal, floral and wood notes; between the vitality of nature in the Mediterranean, and the harmonious, millennial Mediterranean culture."," Green orange, sweet orange, bitter orange, grapefruit, blackcurrant, petitgrain, buchu leaf, basil, angelica, cardamom, pink bay, cyclamen, lily of the valley, rose, moss, immortelle, cypress, hay, musk.",https://static.luckyscent.com/images/products/43218.jpg?width=400&404=product.png
Eau Duelle - Eau de Toilette,1581,Diptyque," Eau Duelle is a vibrant dash of cold spices - cardamom, pink peppercorn and saffron - and the intoxicating juniper essence hits new heights with fresh cypress and elemi aromatic tinges. Then the vanilla emerges triumphant against the light and dark backdrop.On the one hand, there is ethereal, epicurean and powdery Firnat vanilla, its enthralling sweetness exalted by paradisone - a Firmenich captive molecule akin to an infinitely pure hedione - and by white, sweet and enveloping musks.On the other, there is original and mysterious bourbon vanilla. It is slightly smoked and almost syrupy. Vetiver, African frankincense smoke, and animal and leathery twists from Asian cypriol purify it. A spice trail necessarily travels through places where unexpected exchanges occur.The gatecrashers here are black tea from Ceylon and the famous calamus reed, the tasty revealers that make the journey singular, memorable and priceless. Eau Duelle will delight anyone who dreams of breathing vanilla with a different tinge. It is neither languid nor docile: it is enthralling in an all-new way."," Cardamom, Asian cyprus, elemi, juniper, saffron, calamus, black tea, black African olibanum, amber, Firnat Vanilla, Bourbon Vanilla, white musk",https://static.luckyscent.com/images/products/48314.jpg?width=400&404=product.png
Tilda Swinton Like This Eau de Parfum,2007,Etat Libre d'Orange," With Like This, Etat Libre d'Orange pays homage to the intelligent and surreally beautiful actress Tilda Swinton. Etat's challenge was immediate: to create a fragrance that reflects Swinton's uncommon grace and talent. Like Swinton, the fragrance needed to be unusual yet welcoming, delicate yet strong, seductive without being distracting, and full of radiance. With Like This, they succeeded. Like This is unlike any other fragrance we've smelled, and yet it is as comfortable and warm as a summer afternoon in the Scottish hillside.The fragrance opens with a juicy hit of neroli and mandarin, and it is quickly balanced by the earthiness of pumpkin flesh, a note rarely found in perfume. A thread of exotic immortelle and powdered ginger add both sweetness and spice to the composition. But don't think Like This smells like the pantryîî a lush bouquet of rose, heliotrope, and green vetiver are the foundation on which the scent is built, and a hint of clean musk adds intimacy. Like This wears for hours, yet stays close to the skin. Like This follows Swinton's lead in breaking artistic convention. The only real way to understand either of them is to experience them."," Yellow mandarin, ginger, pumpkin accord, immortelle, Moroccan neroli, rose de Grasse, vetiver, heliotrope, and musk",https://static.luckyscent.com/images/products/47725.jpg?width=400&404=product.png
